,Donor City,Donor State,Donor Is Teacher,Teacher Project Posted Sequence,Project Type,Project Grade Level Category,Project Cost,Donated_y_n,School Metro Type,School Percentage Free Lunch,School State,School City,Project_res_total_cost,Donor_vs_school_state,Donor_vs_school_city,Project_posted_month,Project_posted_day_of_month,Num_hist_donations,Days_since_last_donation,Avg_days_between_donations,Avg_donations_per_proj,Interest_in_optional,Total_interest_in_cat,Total_interest_in_subcat,Interest_in_res,Interest_in_grade,Interest_in_proj_type,Interest_in_metro,Interest_in_county,Interest_in_district,Interest_in_zip,Donation_month,Interest_in_month,Total_project_interest,Donor Cluster,School Cluster,Project Cluster,Distance,School Population,School Population Density,School Occupied Housing Units,School Median Home Value,School Median Household Income,Donor Population,Donor Population Density,Donor Occupied Housing Units,Donor Median Home Value,Donor Median Household Income
472,Kirkland,Washington,0,5,2,2,0.006872613675807007,Y,0.0,0.09574468085106383,Washington,Shoreline,0.02305948020233734,1,0,8,24,3,364.37700231481483,0.001705246913576389,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,4,2,0.004214731291896063,0.10106934447110401,0.5480114504877575,0.2895104895104895,0.43892061359310264,0.21819102649692673,0.31508012519870854,0.04771962980461911,0.4282517482517483,0.26153324287652646,0.3447565588185695
473,Avon,Connecticut,0,52,2,2,0.00492350412517021,Y,3.0,0.9574468085106383,Connecticut,Hartford,0.02291470434327577,1,0,6,23,3,38.08140046296296,3.8580246875e-06,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,,,8.333333333333332,1,1,2,0.17694651709349618,0.011621592266753557,0.0008337733803952086,0.02161838161838162,0.1363789049378569,0.28197395581543466,0.18152825363599562,0.021789277674328117,0.2875924075924076,0.37799638172772504,0.598267845527476
474,Naples,Florida,0,4,2,3,0.02612874803086535,Y,0.0,0.9148936170212766,Florida,Naples,0.04611547182975754,1,1,7,21,3,23.399583333333332,55.74421682098765,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,3.3333333333333335,1,4,2,0.0,7.899128133732239e-05,8.337733803952087e-05,0.00015984015984015984,0.25082632508851854,0.274623438936779,9.873715182811837e-05,8.337733803952087e-05,0.00015984015984015984,0.29637086791517037,0.26091688864662055
475,Chapel Hill,North Carolina,0,2,2,2,0.01516166929217953,Y,0.0,0.22340425531914895,North Carolina,Chapel Hill,0.029024943310657594,1,1,8,28,4,2.416550925925926,313.0398900462963,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,8.0,0.25,2.25,2,0,2,0.0,0.17347472772692712,0.00797643200578083,0.25874125874125875,0.1259657373194491,0.22088445866617556,0.1734910494771868,0.00797643200578083,0.25874125874125875,0.11736770691994572,0.17336601700835966
476,Jackson,Mississippi,0,1,2,2,0.1233946546338077,Y,3.0,0.553191489361702,Mississippi,Jackson,0.14270015698587127,1,1,6,19,8,23.522418981481483,194.10276475694445,1.0,1.0,0.25,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,6.0,0.125,1.375,1,2,5,0.0,0.005272668029266269,0.00683694171924071,0.00939060939060939,0.25082632508851854,0.3121235141999893,0.005292311337987144,0.00683694171924071,0.00939060939060939,0.29637086791517037,0.24497699294128986
477,Kansas City,Missouri,0,6,2,2,0.039777854911489066,Y,3.0,0.7127659574468085,Missouri,Kansas City,0.0,1,1,8,17,14,275.51883101851854,59.14594576719576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.07142857142857142,0.0,0,4,0,0.0,0.003327507726334706,0.023456824435118536,0.0009190809190809191,0.25082632508851854,0.274623438936779,0.0033471894469732128,0.023456824435118536,0.0009190809190809191,0.29637086791517037,0.26091688864662055
478,Brenham,Texas,0,1,2,4,0.02181133687555069,Y,0.0,0.6170212765957447,Florida,Gibsonton,0.04139194139194139,0,0,7,24,281,8.537418981481482,1.8574480608277315,1.0,0.99644128113879,0.02491103202846975,0.0071174377224199285,0.16725978647686832,0.021352313167259787,0.28825622775800713,0.099644128113879,0.0035587188612099642,0.0035587188612099642,0.0035587188612099642,7.0,0.06761565836298933,0.6192170818505338,2,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.15253902585926007,0.13362608043133875,0.25514485514485513,0.08073270013568522,0.052145317882868775
479,Hayward,California,1,1,2,1,0.1014084319013163,Y,0.0,0.6413725249046858,California,San Leandro,0.11785975928833071,1,0,5,14,4,88.48663194444444,5.249068287037037,4.0,0.75,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.75,10.0,2,4,5,0.0,0.5945081311650227,0.2110280425780273,1.0,0.6474079050498264,0.41876347675284115,0.5945161385874663,0.2110280425780273,1.0,0.643939393939394,0.32867570888241104
480,New York,New York,0,2,2,2,0.05895922890022161,Y,1.0,0.8085106382978723,Alabama,Monroeville,0.07574917146345717,0,0,5,7,10134,9.223032407407407,0.16581250137052084,1.8519736842105263,0.7287349516479179,0.005525952239984212,0.0016775212157094928,0.0009867771857114663,0.0026642984014209592,0.00789421748569173,0.0036510755871324253,0.0007894217485691731,0.0007894217485691731,0.0007894217485691731,5.0,0.07538977698835603,0.02476810736135781,2,3,0,0.19298239039958157,0.08207194130947797,0.0005002640282371251,0.13938061938061938,0.04534766543500167,0.058526516110714646,0.20835513778769538,0.9438036741613629,0.4407992007992008,0.6927860696517414,0.4045327519333157
481,Windham,New Hampshire,0,3,2,2,0.03976183483299067,Y,1.0,0.7978723404255319,Florida,Lake Alfred,0.06103261817547531,0,0,8,23,25,6.054490740740741,64.5991337962963,1.0,1.0,0.12,0.12,0.08,0.08,0.08,0.04,0.04,0.04,0.04,8.0,0.08,0.6400000000000001,3,3,0,,0.33313585512999006,0.049109252105277786,0.5115284715284715,0.0554249244205576,0.1438875971669084,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
482,Dickson,Tennessee,1,217,2,1,0.0333991936560489,Y,3.0,0.3936170212765957,New York,New York City,0.05407116692830979,0,0,7,28,176,7.057268518518518,6.315315788089224,1.2222222222222223,0.6761363636363636,0.08522727272727273,0.017045454545454544,0.017045454545454544,0.056818181818181816,0.14772727272727273,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.011363636363636364,7.0,0.19886363636363635,0.3806818181818181,1,0,2,,0.5048135312064931,1.0,0.932067932067932,0.7168290225058783,0.6205253343769424,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
483,Benton,Arkansas,0,6,2,1,0.026478519744746746,Y,3.0,0.9574468085106383,Arkansas,Fort Smith,0.043003663003663005,1,0,7,2,5,52.35681712962963,290.21567592592595,1.0,0.8,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.0,0.4,2.1999999999999997,3,1,2,0.017599437465670477,0.21316784659893162,0.0683694171924071,0.3546053946053946,0.05867204120479229,0.12106632288956927,0.0055885227934715,0.0006114338122898196,0.009030969030969031,0.025440976933514242,0.12494880628297478
484,San Jose,California,0,1,2,3,0.2336742050036045,Y,3.0,0.8617021276595744,California,San Jose,0.22984126984126985,1,1,7,1,17,25.15142361111111,43.64103622004357,1.0,1.0,0.0,0.0,0.11764705882352941,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,0.0,7.0,0.17647058823529413,0.5294117647058824,0,1,3,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
485,Highland Springs,Virginia,1,217,2,1,0.0333991936560489,Y,3.0,0.3936170212765957,New York,New York City,0.05407116692830979,0,0,7,28,975,0.0686574074074074,1.7416672008546992,1.0785398230088497,0.9928205128205129,0.06974358974358974,0.026666666666666665,0.06051282051282051,0.09128205128205129,0.20923076923076922,0.0758974358974359,0.009230769230769232,0.013333333333333334,0.0020512820512820513,7.0,0.12512820512820513,0.5579487179487179,2,0,2,0.0538922987541397,0.5048135312064931,1.0,0.932067932067932,0.7168290225058783,0.6205253343769424,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
486,,other,1,1,2,2,0.05078097882679625,Y,3.0,0.8617021276595744,Maryland,Baltimore,0.06901098901098901,0,0,5,15,3,108.31349537037038,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,11.0,2,3,0,,0.1675602555367951,0.36569300464133847,0.3902097902097902,0.2012092710782667,0.09945747676818835,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
487,Getzville,New York,1,6,2,2,0.0012776012602461716,Y,1.0,0.13829787234042554,New York,Eden,0.018923774638060352,1,0,8,23,9,8.066377314814815,42.17631558641975,1.2857142857142858,1.0,1.1111111111111112,1.1111111111111112,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,8.0,1.0,6.111111111111112,1,2,2,0.0,0.09342693800171806,0.004002112225897001,0.15752247752247753,0.12361437688948604,0.3034753715938826,0.09344484049013123,0.004002112225897001,0.15752247752247753,0.1149932157394844,0.23818930834276905
488,McGrath,Alaska,0,2,2,2,0.11468373695031106,Y,1.0,0.553191489361702,Alaska,Mc Grath,0.14092796092796092,1,0,5,6,3,63.50207175925926,79.63970293209876,1.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,3.666666666666667,0,1,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
489,Cambridge,Massachusetts,0,25,2,1,0.08493845619843536,Y,3.0,0.7872340425531914,Massachusetts,Boston,0.10791906506192221,1,0,7,7,7,23.39638888888889,89.4089021164021,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,,,0.14285714285714285,2,4,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
490,Las Vegas,Nevada,0,6,2,1,0.026748191066136216,Y,3.0,0.7872340425531914,Nevada,Las Vegas,0.043432757718472,1,1,6,3,665,0.551712962962963,2.520175212336389,1.0691318327974277,0.058646616541353384,0.055639097744360905,0.031578947368421054,0.016541353383458645,0.0406015037593985,0.07969924812030076,0.04962406015037594,0.07669172932330827,0.06315789473684211,0.0015037593984962407,6.0,0.04360902255639098,0.4150375939849624,2,3,2,0.0,0.45472318492846353,0.2391262054973458,0.5775824175824176,0.0484828126749524,0.060598387010136825,0.45473395274439915,0.2391262054973458,0.5775824175824176,0.039122568973315244,0.047561974511551725
491,Plano,Texas,0,2,2,2,0.1097962780017622,Y,4.0,0.6170212765957447,Ohio,Piqua,0.13766265480551193,0,0,8,18,661,1.481886574074074,2.509527091387905,1.1416234887737478,0.8956127080181543,0.03177004538577912,0.019667170953101363,0.006051437216338881,0.025718608169440244,0.060514372163388806,0.0,0.0,0.0,0.0,8.0,0.11497730711043873,0.14372163388804843,3,2,5,0.17035314128871404,0.0012638605013971583,0.039103971540535284,0.002037962037962038,0.25082632508851854,0.19894564792007186,0.12257230027942614,0.08996414774464301,0.2832367632367632,0.24954771596562642,0.25975692018598373
492,Raleigh,North Carolina,0,3,2,2,0.013841347822604325,Y,3.0,0.4148936170212766,North Carolina,Raleigh,0.030340136054421766,1,1,5,15,7,8.287997685185186,151.82627645502643,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.0,0.14285714285714285,1.2857142857142854,2,0,2,0.0,0.09328870325937774,0.14638281315138546,0.1335864135864136,0.18183853991714252,0.06944604311026191,0.09330660847757186,0.14638281315138546,0.1335864135864136,0.17379014020805067,0.054506251656267324
493,Monterey,California,1,1,2,2,0.03106560222145088,Y,3.0,0.6170212765957447,California,Salinas,0.04725798011512297,1,0,8,6,5,25.01787037037037,75.5829074074074,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.0,0.2,1.7999999999999998,3,4,2,0.0,0.2652231010002271,0.051110308218226284,0.4001598401598402,0.34766543500167946,0.2609789973679566,0.2652376109558744,0.051110308218226284,0.4001598401598402,0.3412483039348711,0.2048350960032764
494,Renton,Washington,0,24,2,2,0.019469735401703468,Y,3.0,0.3085106382978723,Washington,Renton,0.03574917146345717,1,1,9,1,4,253.46163194444443,7.995815972222222,1.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,0,2,0.0,0.31506659952407756,0.04771962980461911,0.4282517482517483,0.26872690628149143,0.4392519778693494,0.31508012519870854,0.04771962980461911,0.4282517482517483,0.26153324287652646,0.3447565588185695
495,Verplanck,New York,0,11,2,2,0.017698181721090434,Y,3.0,0.9574468085106383,Connecticut,Bridgeport,0.036891679748822605,0,0,8,16,5,376.6514814814815,112.35399305555555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4,0.0,3,2,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.01203605880784763,0.02420722047747422,0.015224775224775226,0.727498869289914,0.7770905104917006
496,Cornville,Arizona,0,8,2,2,0.006506821883427227,Y,3.0,0.6808510638297872,Arizona,Mesa,0.023024594453165882,1,0,8,26,24,14.438726851851852,21.870965952932096,1.0434782608695652,1.0,0.0,0.0,0.0,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.0,0.0,8.0,0.125,0.3333333333333333,1,1,2,0.017366962951862092,0.45508851960464863,0.13740585308913036,0.7158841158841159,0.10200425484268277,0.15412417412923873,0.20365524936067694,0.018537561490786805,0.37002997002997,0.17899140660334692,0.18224963260979546
497,Torrance,California,0,110,2,1,0.009172829946866738,Y,0.0,0.8936170212765957,California,Riverside,0.025285190999476716,1,0,8,2,19,2.2552430555555554,17.5203581871345,1.0,1.0,0.21052631578947367,0.15789473684210525,0.3684210526315789,0.42105263157894735,0.47368421052631576,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.05263157894736842,8.0,0.42105263157894735,2.052631578947368,0,1,2,0.011058132953902532,0.20703614838512197,0.10222061643645257,0.26113886113886114,0.17691187996864852,0.25883039050929657,0.42634702159381516,0.21339040048914706,0.5838161838161838,0.5296246042514698,0.2447300585415211
498,Brooklyn,New York,0,10,2,2,0.04039329292713534,Y,3.0,0.8723404255319148,Tennessee,Knoxville,0.05780394208965637,0,0,5,12,11,14.49300925925926,97.53165404040404,1.1,1.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,5.0,0.18181818181818182,1.4545454545454544,3,4,0,0.12507800427226157,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.5048233098668036,1.0,0.932067932067932,0.7140434192673,0.48703293261702285
499,New York,New York,0,2,2,1,0.017120123888607047,Y,0.0,0.8829787234042553,New Jersey,Paterson,0.036258503401360546,0,0,5,27,3,49.5727662037037,0.0010069444444444444,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,4.666666666666666,2,1,2,0.27376674687664576,0.1225549729948557,0.08996414774464301,0.2832367632367632,0.25685813458739215,0.33095451859695973,0.20835513778769538,0.9438036741613629,0.4407992007992008,0.6927860696517414,0.4045327519333157
500,Neptune,New Jersey,1,2,2,2,0.07047232531439403,Y,0.0,0.5957446808510638,Louisiana,Denham Springs,0.0871254142682714,0,0,8,4,14,0.41302083333333334,44.94642361111111,1.5555555555555556,1.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,8.0,0.5714285714285714,0.5,1,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.23512277964829828,0.07137100136182986,0.3823376623376623,0.38692899140660336,0.36442699173673176
501,Venice,Florida,1,2,2,1,0.10711291485328278,Y,3.0,0.40425531914893614,Florida,Venice,0.1347270190127333,1,1,6,30,5,31.574988425925927,124.54930555555555,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.6,0.6,0.6,0.6,0.6,0.6,,,5.199999999999999,1,2,5,0.0,0.0363359894151683,0.029932464356187988,0.07144855144855145,0.4194379128876945,0.5662423168120813,0.03635501930311318,0.029932464356187988,0.07144855144855145,0.4137268204432384,0.4444277144715605
502,Rockaway Park,New York,1,217,2,1,0.0333991936560489,Y,3.0,0.3936170212765957,New York,New York City,0.05407116692830979,1,0,7,28,1486,1.1629166666666666,1.1421634950899653,1.3472348141432458,0.6890982503364738,0.033647375504710635,0.009421265141318977,0.016823687752355317,0.02489905787348587,0.07469717362045761,0.040376850605652756,0.01816958277254374,0.021534320323014805,0.002018842530282638,7.0,0.05787348586810229,0.24158815612382237,0,0,2,,0.5048135312064931,1.0,0.932067932067932,0.7168290225058783,0.6205253343769424,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
503,Pompano Beach,Florida,0,4,2,1,0.03780204523002162,Y,0.0,0.11702127659574468,Florida,Parkland,0.058888888888888886,1,0,8,18,3,2.4859375,314.02969521604933,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.0,0.3333333333333333,3.3333333333333335,3,4,0,0.0,0.0030905338823227387,0.004474583808120953,0.007112887112887113,0.4786698018139066,0.27478379643484735,0.0031102202825857286,0.004474583808120953,0.007112887112887113,0.4735413839891452,0.215670095641909
504,Eatonton,Georgia,1,2,2,2,0.07047232531439403,Y,0.0,0.5957446808510638,Louisiana,Denham Springs,0.0871254142682714,0,0,8,4,2261,11.506712962962963,0.3171349124445023,1.590014064697609,0.913312693498452,0.07164971251658558,0.019902697921273773,0.0291906236178682,0.07209199469261389,0.16054842989827509,0.03847854931446263,0.0004422821760283061,0.0004422821760283061,0.0004422821760283061,8.0,0.03936311366651924,0.3931888544891642,1,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.047551812320421806,0.0007781884883688614,0.045754245754245755,0.0338082315694256,0.10370040232238792
505,Eatonton,Georgia,1,7,2,1,0.03164633006701732,Y,1.0,0.7978723404255319,Texas,Quinlan,0.05215419501133787,0,0,6,5,2261,11.506712962962963,0.3171349124445023,1.590014064697609,0.913312693498452,0.05926581158779301,0.03007518796992481,0.1096859796550199,0.06324635117204777,0.16054842989827509,0.0367094206103494,0.0004422821760283061,0.0004422821760283061,0.0004422821760283061,6.0,0.12074303405572756,0.460858027421495,1,4,2,0.15032807391102712,0.1831610336009163,0.0049470553903449045,0.26421578421578423,0.0329190460194827,0.12868620364188865,0.047551812320421806,0.0007781884883688614,0.045754245754245755,0.0338082315694256,0.10370040232238792
506,Denison,Texas,0,4,2,2,0.04032787760660027,Y,3.0,0.9574468085106383,Oklahoma,Tulsa,0.052300715157858016,0,0,6,23,6,31.52425925925926,48.63542631172839,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,2.333333333333333,3,2,0,0.044001170164573875,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.12257230027942614,0.08996414774464301,0.2832367632367632,0.24954771596562642,0.25975692018598373
507,Grand Rapids,Michigan,0,3,2,1,0.08994740074226362,Y,0.0,0.8404255319148936,Michigan,Kentwood,0.10617477760334902,1,0,8,5,12,14.096956018518519,15.415495756172836,1.3333333333333333,1.0,0.5,0.41666666666666663,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666,8.0,0.16666666666666666,3.166666666666666,2,3,5,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
